idade,trabalha,horas_dia_num,impacto_relacoes,plataforma_mais_usada,horario_pico
35,Sim,9.6,Melhorou,Twitter,Noite
33,Sim,7.76,Melhorou,Instagram,Noite
30,Sim,7.5,Melhorou,TikTok,Noite
17,Não,9.32,Melhorou,Instagram,Tarde
54,Não,7.52,Sem Mudança,Facebook,Manhã
50,Sim,3.52,Melhorou,YouTube,Manhã
35,Sim,3.04,Melhorou,Twitter,Noite
43,Não,10.96,Sem Mudança,Instagram,Manhã
33,Sim,4.07,Piorou,Facebook,Noite
42,Não,11.83,Piorou,Facebook,Tarde
28,Sim,5.15,Piorou,Twitter,Noite
45,Sim,7.25,Melhorou,Twitter,Tarde
19,Não,12.51,Melhorou,YouTube,Tarde
31,Sim,3.27,Piorou,Twitter,Noite
54,Não,14.73,Melhorou,TikTok,Tarde
32,Sim,8.39,Piorou,Facebook,Noite
17,Não,10.41,Piorou,Facebook,Tarde
58,Não,9.54,Melhorou,TikTok,Tarde
18,Sim,4.9,Sem Mudança,Facebook,Noite
54,Sim,5.92,Sem Mudança,Instagram,Noite
25,Sim,9.27,Piorou,TikTok,Noite
40,Sim,4.53,Sem Mudança,YouTube,Noite
29,Sim,1.71,Piorou,TikTok,Noite
26,Sim,5.44,Piorou,Facebook,Noite
22,Sim,3.3,Piorou,Facebook,Noite
17,Sim,5.83,Piorou,TikTok,Noite
28,Sim,6.26,Sem Mudança,Twitter,Noite
53,Não,12.87,Sem Mudança,Instagram,Tarde
17,Sim,3.18,Melhorou,Twitter,Noite
10,Não,9.88,Sem Mudança,Facebook,Noite
27,Sim,3.37,Melhorou,Instagram,Noite
15,Não,9.62,Sem Mudança,Twitter,Tarde
51,Não,9.64,Melhorou,Facebook,Manhã
24,Sim,3.22,Sem Mudança,TikTok,Noite
12,Não,8.62,Melhorou,Twitter,Manhã
13,Não,8.8,Melhorou,Facebook,Noite
50,Não,11.89,Piorou,YouTube,Manhã
19,Sim,7.87,Melhorou,Facebook,Noite
49,Não,4.89,Piorou,YouTube,Tarde
29,Sim,7.29,Sem Mudança,Instagram,Noite
40,Sim,4.06,Piorou,Facebook,Noite
16,Não,9.83,Piorou,Facebook,Tarde
26,Sim,4.39,Sem Mudança,YouTube,Noite
16,Não,13.19,Sem Mudança,YouTube,Tarde
24,Sim,1.22,Sem Mudança,Facebook,Noite
38,Sim,5.8,Piorou,Facebook,Noite
37,Sim,7.74,Sem Mudança,Twitter,Noite
53,Não,13.33,Melhorou,Facebook,Noite
18,Sim,5.15,Sem Mudança,Instagram,Noite
55,Não,10.31,Sem Mudança,TikTok,Manhã
10,Não,13.3,Melhorou,Instagram,Manhã
52,Não,8.58,Melhorou,Facebook,Tarde
46,Não,5.73,Piorou,Facebook,Noite
30,Sim,7.66,Sem Mudança,YouTube,Noite
56,Não,4.04,Piorou,Instagram,Tarde
51,Não,8.57,Melhorou,Facebook,Tarde
54,Não,12.91,Piorou,Instagram,Manhã
56,Sim,4.26,Melhorou,YouTube,Noite
56,Não,8.0,Melhorou,Facebook,Manhã
28,Sim,1.82,Sem Mudança,Facebook,Noite
33,Sim,2.68,Melhorou,TikTok,Noite
11,Não,9.18,Melhorou,Twitter,Manhã
33,Sim,9.78,Melhorou,Twitter,Noite
22,Não,8.86,Sem Mudança,YouTube,Tarde
30,Sim,3.05,Piorou,Twitter,Noite
14,Não,8.79,Melhorou,TikTok,Noite
44,Sim,7.11,Sem Mudança,Instagram,Manhã
38,Sim,2.4,Sem Mudança,Twitter,Noite
12,Não,10.86,Sem Mudança,TikTok,Tarde
42,Sim,3.46,Melhorou,Facebook,Noite
56,Não,9.1,Melhorou,Instagram,Manhã
43,Não,12.88,Piorou,Facebook,Tarde
33,Sim,7.52,Sem Mudança,Twitter,Noite
10,Não,13.54,Melhorou,Facebook,Manhã
53,Não,14.76,Sem Mudança,TikTok,Manhã
51,Não,8.98,Sem Mudança,TikTok,Tarde
44,Não,11.94,Melhorou,Twitter,Tarde
35,Sim,7.65,Sem Mudança,YouTube,Noite
49,Não,8.66,Sem Mudança,YouTube,Noite
45,Sim,4.01,Melhorou,YouTube,Tarde
26,Sim,8.44,Melhorou,Instagram,Noite
11,Não,10.21,Melhorou,TikTok,Manhã
54,Não,14.02,Melhorou,Facebook,Tarde
16,Sim,1.08,Sem Mudança,Instagram,Noite
19,Sim,9.29,Melhorou,TikTok,Noite
56,Sim,1.96,Melhorou,Twitter,Tarde
46,Não,5.68,Piorou,Facebook,Manhã
25,Sim,4.05,Sem Mudança,Instagram,Noite
28,Sim,2.47,Piorou,Twitter,Noite
41,Não,13.35,Melhorou,YouTube,Tarde
26,Sim,7.82,Piorou,YouTube,Noite
54,Não,8.49,Piorou,YouTube,Noite
51,Sim,3.32,Sem Mudança,Facebook,Manhã
12,Não,12.52,Sem Mudança,Instagram,Manhã
22,Sim,4.4,Piorou,Facebook,Noite
49,Sim,1.59,Sem Mudança,Facebook,Noite
52,Não,5.46,Sem Mudança,TikTok,Manhã
14,Não,12.91,Sem Mudança,YouTube,Noite
13,Não,9.76,Piorou,Facebook,Noite
52,Não,14.27,Melhorou,Twitter,Manhã
48,Sim,5.08,Melhorou,Twitter,Tarde
55,Sim,2.27,Melhorou,TikTok,Tarde
14,Não,14.66,Melhorou,Facebook,Manhã
47,Sim,5.52,Sem Mudança,Twitter,Noite
14,Não,13.09,Sem Mudança,Instagram,Tarde
13,Não,13.86,Melhorou,YouTube,Tarde
18,Não,11.34,Sem Mudança,YouTube,Tarde
34,Sim,3.63,Sem Mudança,Facebook,Noite
54,Não,9.46,Melhorou,Twitter,Manhã
51,Não,13.2,Piorou,Facebook,Noite
19,Não,13.22,Piorou,Facebook,Tarde
45,Não,6.79,Sem Mudança,Twitter,Manhã
10,Não,10.64,Sem Mudança,YouTube,Tarde
37,Sim,1.1,Melhorou,TikTok,Noite
35,Sim,3.22,Melhorou,Twitter,Noite
45,Sim,2.09,Sem Mudança,Twitter,Tarde
32,Sim,4.63,Sem Mudança,Instagram,Noite
10,Não,14.59,Sem Mudança,Facebook,Noite
57,Sim,5.95,Melhorou,YouTube,Manhã
11,Não,9.91,Sem Mudança,TikTok,Tarde
41,Não,12.24,Melhorou,TikTok,Manhã
43,Não,10.52,Piorou,YouTube,Manhã
43,Não,5.13,Melhorou,TikTok,Noite
41,Sim,1.42,Melhorou,Facebook,Noite
34,Sim,8.35,Melhorou,Instagram,Noite
19,Não,11.62,Melhorou,Instagram,Manhã
34,Sim,4.99,Sem Mudança,Facebook,Noite
57,Sim,2.51,Piorou,TikTok,Tarde
20,Não,13.52,Melhorou,Instagram,Noite
19,Não,13.4,Melhorou,TikTok,Tarde
32,Sim,5.31,Sem Mudança,Facebook,Noite
30,Sim,4.71,Melhorou,YouTube,Noite
15,Não,11.14,Piorou,Twitter,Tarde
37,Sim,1.16,Melhorou,TikTok,Noite
26,Sim,5.6,Piorou,Twitter,Noite
58,Não,12.02,Piorou,YouTube,Noite
35,Sim,8.73,Melhorou,YouTube,Noite
11,Não,11.77,Sem Mudança,Twitter,Noite
46,Sim,1.16,Melhorou,YouTube,Noite
30,Sim,9.35,Melhorou,Twitter,Noite
48,Sim,1.53,Piorou,YouTube,Tarde
21,Sim,2.38,Piorou,Instagram,Noite
13,Não,12.01,Melhorou,Twitter,Manhã
52,Sim,1.77,Piorou,Instagram,Manhã
32,Sim,8.95,Sem Mudança,TikTok,Noite
44,Sim,5.57,Melhorou,Instagram,Noite
19,Sim,5.88,Melhorou,Instagram,Noite
30,Sim,4.09,Sem Mudança,YouTube,Noite
48,Não,9.61,Melhorou,TikTok,Noite
48,Não,14.95,Piorou,Facebook,Manhã
45,Sim,2.81,Melhorou,TikTok,Tarde
25,Sim,5.91,Melhorou,Facebook,Noite
19,Não,12.26,Piorou,YouTube,Tarde
24,Sim,7.03,Melhorou,YouTube,Noite
20,Sim,8.53,Melhorou,Instagram,Noite
56,Sim,6.86,Piorou,YouTube,Manhã
56,Sim,5.13,Piorou,Facebook,Manhã
34,Sim,7.66,Melhorou,TikTok,Noite
53,Não,8.82,Piorou,Facebook,Noite
39,Sim,1.45,Sem Mudança,Instagram,Noite
34,Sim,3.4,Sem Mudança,Instagram,Noite
39,Sim,7.66,Piorou,TikTok,Noite
27,Sim,8.69,Sem Mudança,Facebook,Noite
18,Sim,7.45,Sem Mudança,Twitter,Noite
10,Não,10.41,Piorou,Twitter,Manhã
27,Sim,4.39,Sem Mudança,YouTube,Noite
36,Sim,3.93,Sem Mudança,TikTok,Noite
49,Não,5.77,Melhorou,YouTube,Manhã
23,Sim,7.87,Sem Mudança,TikTok,Noite
35,Sim,6.41,Melhorou,YouTube,Noite
50,Não,5.98,Melhorou,TikTok,Noite
51,Sim,5.08,Melhorou,YouTube,Tarde
13,Não,14.6,Melhorou,Instagram,Manhã
58,Sim,7.59,Sem Mudança,TikTok,Noite
44,Sim,2.87,Piorou,Twitter,Tarde
49,Não,12.96,Sem Mudança,Facebook,Tarde
19,Sim,5.62,Sem Mudança,TikTok,Noite
30,Sim,3.54,Melhorou,Facebook,Noite
28,Sim,7.43,Piorou,Facebook,Noite
22,Não,12.21,Sem Mudança,TikTok,Noite
19,Não,8.03,Piorou,Instagram,Manhã
20,Sim,4.23,Sem Mudança,Instagram,Noite
45,Sim,3.9,Sem Mudança,Facebook,Noite
23,Sim,1.32,Sem Mudança,Twitter,Noite
33,Sim,7.87,Melhorou,Twitter,Noite
19,Sim,6.56,Piorou,YouTube,Noite
10,Não,13.29,Sem Mudança,YouTube,Noite
39,Sim,7.0,Piorou,Instagram,Noite
11,Não,8.12,Melhorou,Twitter,Tarde
32,Sim,3.57,Sem Mudança,TikTok,Noite
16,Não,10.48,Piorou,TikTok,Noite
16,Sim,5.65,Piorou,YouTube,Noite
20,Sim,9.7,Sem Mudança,Twitter,Noite
23,Sim,7.17,Piorou,Twitter,Noite
57,Sim,4.5,Melhorou,Instagram,Manhã
10,Não,9.31,Sem Mudança,YouTube,Tarde
16,Não,10.03,Melhorou,TikTok,Tarde
20,Não,8.16,Piorou,TikTok,Manhã
49,Sim,2.37,Melhorou,Instagram,Manhã
26,Sim,5.24,Piorou,Twitter,Noite
24,Sim,7.34,Piorou,TikTok,Noite
16,Não,13.39,Piorou,YouTube,Tarde
10,Não,10.72,Piorou,Instagram,Noite
24,Sim,5.3,Melhorou,YouTube,Noite
36,Sim,3.37,Piorou,Instagram,Noite
24,Sim,2.6,Sem Mudança,Instagram,Noite
52,Sim,5.12,Sem Mudança,Instagram,Manhã
16,Não,8.87,Melhorou,TikTok,Tarde
29,Sim,5.6,Sem Mudança,TikTok,Noite
47,Não,13.6,Melhorou,Twitter,Tarde
38,Sim,5.53,Sem Mudança,Instagram,Noite
19,Não,9.2,Sem Mudança,TikTok,Tarde
48,Não,11.7,Melhorou,TikTok,Tarde
19,Não,11.61,Piorou,Facebook,Noite
36,Sim,5.59,Melhorou,Instagram,Noite
18,Sim,6.12,Sem Mudança,Twitter,Noite
30,Sim,7.5,Melhorou,YouTube,Noite
35,Sim,2.32,Piorou,Instagram,Noite
28,Sim,2.22,Piorou,Twitter,Noite
23,Sim,2.4,Sem Mudança,Facebook,Noite
59,Não,5.0,Piorou,Facebook,Noite
28,Sim,4.05,Sem Mudança,Facebook,Noite
29,Sim,6.48,Piorou,YouTube,Noite
20,Não,10.58,Sem Mudança,Facebook,Manhã
34,Sim,6.35,Melhorou,Facebook,Noite
46,Sim,5.53,Piorou,TikTok,Noite
36,Sim,8.39,Sem Mudança,YouTube,Noite
56,Sim,5.89,Sem Mudança,TikTok,Manhã
26,Sim,1.51,Melhorou,YouTube,Noite
43,Não,9.75,Piorou,Facebook,Tarde
29,Sim,1.82,Sem Mudança,Twitter,Noite
23,Sim,8.56,Piorou,YouTube,Noite
12,Não,12.86,Melhorou,Twitter,Manhã
19,Não,13.2,Piorou,Twitter,Tarde
19,Sim,2.8,Sem Mudança,Instagram,Noite
25,Sim,1.95,Piorou,YouTube,Noite
45,Sim,5.03,Sem Mudança,Instagram,Manhã
46,Não,10.51,Piorou,Facebook,Tarde
29,Sim,4.36,Sem Mudança,Instagram,Noite
22,Não,10.39,Melhorou,Instagram,Manhã
22,Não,11.31,Piorou,Facebook,Tarde
24,Sim,9.77,Piorou,Instagram,Noite
21,Sim,9.93,Melhorou,TikTok,Noite
24,Sim,6.65,Sem Mudança,Twitter,Noite
50,Não,14.31,Melhorou,Instagram,Manhã
18,Não,8.27,Piorou,Instagram,Tarde
22,Sim,3.73,Melhorou,YouTube,Noite
35,Sim,5.42,Piorou,TikTok,Noite
53,Não,13.99,Piorou,YouTube,Manhã
42,Sim,7.73,Sem Mudança,Instagram,Manhã
54,Sim,4.67,Melhorou,TikTok,Tarde
11,Não,12.63,Piorou,YouTube,Noite
37,Sim,6.09,Sem Mudança,Instagram,Noite
11,Não,12.5,Sem Mudança,TikTok,Tarde
55,Não,12.46,Sem Mudança,YouTube,Noite
42,Não,13.79,Piorou,TikTok,Tarde
11,Não,8.11,Melhorou,Twitter,Manhã
56,Não,12.31,Melhorou,Twitter,Tarde
11,Não,14.3,Sem Mudança,Twitter,Manhã
50,Não,14.77,Piorou,YouTube,Manhã
27,Sim,7.3,Sem Mudança,Twitter,Noite
19,Não,12.1,Sem Mudança,Instagram,Noite
55,Sim,3.12,Melhorou,Twitter,Noite
18,Não,9.77,Melhorou,Twitter,Noite
10,Não,8.08,Melhorou,Facebook,Manhã
53,Sim,4.37,Melhorou,TikTok,Tarde
58,Não,5.28,Piorou,TikTok,Manhã
49,Não,14.13,Melhorou,Twitter,Noite
40,Sim,2.51,Sem Mudança,YouTube,Noite
20,Sim,3.19,Melhorou,TikTok,Noite
47,Não,13.92,Melhorou,YouTube,Noite
59,Sim,3.96,Melhorou,YouTube,Tarde
27,Sim,7.62,Melhorou,TikTok,Noite
17,Não,8.93,Piorou,Facebook,Tarde
21,Não,12.01,Piorou,TikTok,Tarde
52,Não,7.15,Sem Mudança,Twitter,Manhã
36,Sim,8.89,Sem Mudança,Instagram,Noite
50,Não,4.82,Piorou,Instagram,Tarde
21,Não,9.07,Piorou,Twitter,Manhã
16,Não,8.67,Sem Mudança,Instagram,Manhã
26,Sim,8.1,Sem Mudança,Twitter,Noite
35,Sim,2.66,Melhorou,Instagram,Noite
10,Não,14.03,Melhorou,Instagram,Manhã
51,Não,14.76,Melhorou,YouTube,Noite
19,Sim,8.18,Sem Mudança,Twitter,Noite
27,Sim,4.98,Melhorou,Facebook,Noite
25,Sim,4.98,Piorou,YouTube,Noite
51,Sim,3.27,Piorou,Instagram,Manhã
29,Sim,8.49,Piorou,TikTok,Noite
28,Sim,4.29,Piorou,Facebook,Noite
37,Sim,4.16,Piorou,Twitter,Noite
47,Sim,6.64,Sem Mudança,YouTube,Tarde
50,Sim,5.86,Sem Mudança,Twitter,Manhã
12,Não,10.05,Melhorou,Instagram,Noite
14,Não,12.03,Melhorou,Facebook,Noite
57,Sim,5.15,Sem Mudança,Twitter,Noite
49,Não,7.81,Sem Mudança,Twitter,Tarde
34,Sim,3.79,Piorou,YouTube,Noite
11,Não,11.58,Piorou,Facebook,Noite
59,Não,5.87,Melhorou,TikTok,Tarde
41,Não,12.54,Piorou,Twitter,Noite
47,Não,11.76,Sem Mudança,Facebook,Noite
48,Não,5.96,Melhorou,Twitter,Tarde
49,Sim,4.9,Melhorou,Twitter,Noite
54,Sim,2.8,Melhorou,Twitter,Tarde
38,Sim,2.78,Melhorou,Instagram,Noite
30,Sim,5.05,Melhorou,YouTube,Noite
25,Sim,1.42,Melhorou,Facebook,Noite
32,Sim,6.9,Melhorou,Twitter,Noite
41,Não,7.17,Melhorou,Facebook,Manhã
54,Não,9.0,Sem Mudança,Instagram,Manhã
15,Não,10.02,Sem Mudança,TikTok,Manhã
53,Sim,1.24,Melhorou,Instagram,Noite
22,Não,11.86,Piorou,Twitter,Noite
11,Não,11.13,Piorou,Twitter,Noite
17,Não,8.92,Melhorou,Twitter,Tarde
22,Sim,2.3,Sem Mudança,Twitter,Noite
28,Sim,8.04,Melhorou,Twitter,Noite
38,Sim,3.62,Piorou,Facebook,Noite
15,Não,10.48,Sem Mudança,YouTube,Noite
28,Sim,9.26,Sem Mudança,Twitter,Noite
39,Sim,4.22,Piorou,TikTok,Noite
47,Sim,1.62,Sem Mudança,TikTok,Noite
10,Não,10.54,Melhorou,YouTube,Tarde
18,Não,8.91,Melhorou,Facebook,Noite
24,Sim,9.29,Sem Mudança,Twitter,Noite
55,Sim,4.24,Sem Mudança,TikTok,Noite
11,Não,9.51,Sem Mudança,YouTube,Tarde
58,Sim,5.05,Piorou,Twitter,Tarde
13,Não,12.41,Sem Mudança,Instagram,Noite
28,Sim,2.86,Piorou,Facebook,Noite
27,Sim,6.14,Melhorou,TikTok,Noite
20,Sim,5.85,Piorou,Facebook,Noite
49,Sim,5.29,Melhorou,Instagram,Manhã
56,Não,10.22,Sem Mudança,Instagram,Tarde
13,Não,12.49,Piorou,YouTube,Noite
51,Sim,5.86,Sem Mudança,TikTok,Noite
12,Não,9.89,Sem Mudança,Instagram,Manhã
21,Não,11.92,Sem Mudança,TikTok,Manhã
46,Sim,3.82,Piorou,Instagram,Noite
47,Não,11.97,Melhorou,Instagram,Manhã
50,Sim,7.03,Sem Mudança,Instagram,Noite
12,Não,14.76,Melhorou,TikTok,Manhã
39,Sim,6.84,Piorou,Instagram,Noite
47,Não,11.9,Piorou,TikTok,Manhã
28,Sim,5.06,Piorou,YouTube,Noite
42,Não,11.21,Piorou,YouTube,Manhã
56,Sim,4.36,Melhorou,Instagram,Noite
32,Sim,7.78,Melhorou,Twitter,Noite
55,Sim,5.22,Piorou,Twitter,Tarde
16,Não,9.68,Piorou,TikTok,Noite
46,Sim,7.01,Sem Mudança,Instagram,Manhã
16,Não,11.03,Piorou,Facebook,Tarde
41,Não,7.63,Melhorou,Instagram,Tarde
55,Não,9.49,Piorou,Instagram,Tarde
17,Não,13.5,Sem Mudança,Instagram,Manhã
44,Sim,6.17,Sem Mudança,Facebook,Tarde
12,Não,12.04,Melhorou,YouTube,Noite
57,Não,9.79,Sem Mudança,YouTube,Manhã
55,Sim,6.98,Sem Mudança,Twitter,Noite
29,Sim,1.91,Melhorou,Instagram,Noite
12,Não,13.22,Sem Mudança,YouTube,Tarde
50,Sim,3.67,Sem Mudança,TikTok,Noite
41,Sim,7.07,Piorou,TikTok,Tarde
22,Sim,9.13,Piorou,YouTube,Noite
16,Sim,7.57,Piorou,TikTok,Noite
42,Sim,5.77,Melhorou,Instagram,Tarde
15,Não,12.9,Melhorou,Instagram,Tarde
39,Sim,1.59,Melhorou,Facebook,Noite
15,Não,14.25,Melhorou,TikTok,Tarde
51,Sim,3.68,Piorou,Twitter,Tarde
10,Não,13.25,Melhorou,Twitter,Noite
28,Sim,4.88,Sem Mudança,Facebook,Noite
23,Sim,1.81,Sem Mudança,TikTok,Noite
10,Não,8.86,Melhorou,Instagram,Noite
43,Sim,1.49,Piorou,Facebook,Tarde
52,Não,4.42,Sem Mudança,Instagram,Tarde
24,Sim,7.08,Melhorou,TikTok,Noite
18,Não,10.89,Sem Mudança,Instagram,Tarde
12,Não,12.51,Melhorou,TikTok,Tarde
55,Não,5.19,Piorou,Instagram,Noite
43,Sim,6.8,Sem Mudança,Instagram,Tarde
42,Não,13.0,Melhorou,TikTok,Manhã
22,Não,12.37,Sem Mudança,YouTube,Noite
20,Sim,5.34,Melhorou,Twitter,Noite
15,Não,14.93,Piorou,Facebook,Manhã
53,Não,9.91,Piorou,TikTok,Noite
23,Sim,7.3,Piorou,Facebook,Noite
40,Sim,6.48,Melhorou,TikTok,Noite
10,Não,10.44,Sem Mudança,Facebook,Manhã
42,Não,11.48,Melhorou,Instagram,Tarde
59,Sim,2.55,Melhorou,Twitter,Tarde
47,Sim,2.99,Sem Mudança,Twitter,Noite
55,Não,6.0,Melhorou,Twitter,Noite
25,Sim,9.06,Sem Mudança,Facebook,Noite
44,Sim,5.54,Melhorou,TikTok,Noite
31,Sim,9.79,Sem Mudança,YouTube,Noite
26,Sim,5.33,Piorou,YouTube,Noite
42,Não,9.43,Melhorou,Instagram,Tarde
26,Sim,1.66,Sem Mudança,Twitter,Noite
11,Não,14.61,Sem Mudança,Facebook,Tarde
20,Não,8.21,Melhorou,Instagram,Noite
57,Não,13.54,Melhorou,Facebook,Manhã
48,Sim,3.62,Piorou,Twitter,Manhã
42,Sim,6.67,Melhorou,Twitter,Manhã
28,Sim,5.51,Melhorou,YouTube,Noite
30,Sim,3.16,Melhorou,TikTok,Noite
38,Sim,2.88,Piorou,YouTube,Noite
37,Sim,8.94,Piorou,YouTube,Noite
26,Sim,1.72,Sem Mudança,TikTok,Noite
58,Não,5.59,Melhorou,YouTube,Tarde
24,Sim,7.91,Piorou,Facebook,Noite
23,Sim,4.49,Sem Mudança,TikTok,Noite
29,Sim,9.73,Sem Mudança,YouTube,Noite
41,Sim,6.44,Piorou,Instagram,Noite
44,Não,4.9,Sem Mudança,YouTube,Noite
44,Não,8.85,Melhorou,Facebook,Manhã
10,Não,9.01,Melhorou,TikTok,Manhã
26,Sim,5.24,Sem Mudança,TikTok,Noite
41,Sim,7.89,Melhorou,Instagram,Tarde
50,Sim,1.42,Sem Mudança,TikTok,Manhã
33,Sim,3.97,Piorou,Instagram,Noite
48,Não,5.58,Sem Mudança,Facebook,Manhã
24,Sim,5.65,Piorou,TikTok,Noite
31,Sim,7.07,Sem Mudança,TikTok,Noite
50,Não,6.36,Piorou,Twitter,Tarde
32,Sim,6.75,Sem Mudança,Facebook,Noite
34,Sim,6.8,Piorou,Twitter,Noite
53,Sim,2.05,Melhorou,Twitter,Manhã
51,Não,14.02,Piorou,YouTube,Manhã
38,Sim,3.96,Sem Mudança,Twitter,Noite
30,Sim,1.04,Piorou,Instagram,Noite
12,Não,11.43,Melhorou,TikTok,Noite
44,Sim,3.62,Sem Mudança,Twitter,Manhã
14,Não,14.58,Piorou,TikTok,Tarde
56,Sim,7.67,Melhorou,Instagram,Noite
45,Não,11.48,Sem Mudança,YouTube,Tarde
22,Sim,7.1,Piorou,TikTok,Noite
42,Sim,1.44,Piorou,Facebook,Tarde
28,Sim,9.65,Sem Mudança,YouTube,Noite
27,Sim,2.17,Sem Mudança,YouTube,Noite
32,Sim,2.8,Piorou,Instagram,Noite
35,Sim,9.37,Piorou,Twitter,Noite
43,Não,12.28,Sem Mudança,Instagram,Tarde
29,Sim,6.99,Melhorou,YouTube,Noite
47,Sim,6.47,Piorou,Instagram,Manhã
38,Sim,5.42,Sem Mudança,Instagram,Noite
10,Não,9.04,Melhorou,Facebook,Manhã
39,Sim,2.76,Sem Mudança,Twitter,Noite
26,Sim,8.35,Piorou,Instagram,Noite
51,Sim,1.25,Sem Mudança,TikTok,Tarde
37,Sim,1.97,Melhorou,TikTok,Noite
17,Não,13.18,Melhorou,YouTube,Noite
23,Sim,9.21,Piorou,YouTube,Noite
13,Não,8.66,Melhorou,TikTok,Noite
21,Sim,5.55,Sem Mudança,Twitter,Noite
16,Sim,8.65,Piorou,TikTok,Noite
31,Sim,9.15,Sem Mudança,TikTok,Noite
32,Sim,4.05,Piorou,Instagram,Noite
30,Sim,5.06,Sem Mudança,Twitter,Noite
29,Sim,8.09,Melhorou,TikTok,Noite
57,Sim,5.64,Sem Mudança,TikTok,Manhã
20,Não,10.35,Piorou,Instagram,Tarde
45,Sim,5.11,Sem Mudança,Instagram,Manhã
37,Sim,2.64,Sem Mudança,Facebook,Noite
33,Sim,9.31,Sem Mudança,YouTube,Noite
45,Não,6.33,Melhorou,YouTube,Tarde
20,Não,10.99,Melhorou,Facebook,Tarde
57,Sim,7.74,Piorou,TikTok,Manhã
57,Sim,3.21,Sem Mudança,TikTok,Manhã
30,Sim,8.52,Piorou,Instagram,Noite
51,Não,11.35,Piorou,Instagram,Noite
50,Sim,6.15,Piorou,Instagram,Manhã
11,Não,10.22,Piorou,YouTube,Noite
18,Não,9.37,Sem Mudança,Facebook,Noite
46,Sim,3.41,Melhorou,Twitter,Noite
45,Não,12.17,Melhorou,TikTok,Manhã
16,Não,11.09,Piorou,YouTube,Tarde
27,Sim,6.28,Melhorou,TikTok,Noite
27,Sim,3.62,Sem Mudança,Facebook,Noite
40,Sim,8.8,Sem Mudança,Facebook,Noite
19,Sim,9.91,Melhorou,Facebook,Noite
42,Não,6.26,Piorou,Twitter,Noite
41,Sim,5.34,Sem Mudança,Instagram,Tarde
41,Sim,3.57,Sem Mudança,Instagram,Manhã
55,Não,5.9,Melhorou,TikTok,Tarde
19,Não,9.65,Piorou,YouTube,Noite
32,Sim,8.59,Melhorou,YouTube,Noite
47,Não,5.07,Sem Mudança,Twitter,Manhã
31,Sim,1.84,Sem Mudança,Twitter,Noite
32,Sim,5.69,Melhorou,Facebook,Noite
57,Sim,3.44,Piorou,YouTube,Noite
37,Sim,5.76,Sem Mudança,Instagram,Noite
54,Sim,6.17,Sem Mudança,Instagram,Noite
12,Não,14.06,Piorou,Instagram,Tarde
23,Sim,8.25,Piorou,TikTok,Noite
58,Não,13.46,Melhorou,YouTube,Manhã
43,Sim,4.28,Melhorou,TikTok,Noite
28,Sim,3.21,Piorou,Twitter,Noite
15,Não,11.34,Piorou,Twitter,Tarde
33,Sim,8.49,Sem Mudança,Facebook,Noite
56,Sim,4.28,Melhorou,Facebook,Tarde
14,Não,11.81,Piorou,TikTok,Tarde
32,Sim,3.32,Sem Mudança,Instagram,Noite
27,Sim,8.53,Sem Mudança,TikTok,Noite
39,Sim,5.33,Piorou,YouTube,Noite
34,Sim,5.56,Sem Mudança,YouTube,Noite
42,Não,14.4,Piorou,TikTok,Tarde
37,Sim,9.54,Sem Mudança,TikTok,Noite
39,Sim,2.42,Piorou,YouTube,Noite
48,Sim,6.44,Melhorou,Instagram,Tarde
26,Sim,4.49,Melhorou,Instagram,Noite
59,Sim,7.91,Piorou,Facebook,Manhã
16,Não,12.89,Sem Mudança,Twitter,Manhã
21,Sim,8.7,Piorou,Instagram,Noite
20,Não,8.73,Sem Mudança,TikTok,Tarde
48,Não,4.16,Sem Mudança,Facebook,Tarde
56,Não,14.27,Piorou,TikTok,Noite
47,Não,8.61,Piorou,Facebook,Manhã
20,Não,11.41,Piorou,YouTube,Tarde
11,Não,9.75,Piorou,YouTube,Tarde
25,Sim,4.56,Melhorou,Twitter,Noite
53,Não,4.89,Melhorou,Instagram,Noite
13,Não,14.54,Piorou,TikTok,Manhã
41,Não,4.29,Melhorou,YouTube,Manhã
46,Sim,2.66,Piorou,Twitter,Noite
55,Não,10.33,Melhorou,Instagram,Tarde
25,Sim,9.01,Melhorou,TikTok,Noite
11,Não,14.74,Sem Mudança,Instagram,Tarde
16,Não,8.08,Melhorou,Facebook,Tarde
29,Sim,9.27,Sem Mudança,Instagram,Noite
30,Sim,5.87,Piorou,TikTok,Noite
53,Sim,1.29,Melhorou,TikTok,Manhã
29,Sim,5.53,Melhorou,TikTok,Noite
35,Sim,8.69,Sem Mudança,Facebook,Noite
34,Sim,7.6,Melhorou,Twitter,Noite
10,Não,11.87,Piorou,Twitter,Tarde
50,Sim,6.92,Melhorou,YouTube,Noite
46,Sim,3.05,Piorou,YouTube,Tarde
22,Não,12.6,Sem Mudança,YouTube,Noite
30,Sim,5.53,Piorou,YouTube,Noite
55,Sim,4.85,Piorou,Facebook,Noite
13,Não,8.6,Piorou,Facebook,Tarde
28,Sim,5.3,Melhorou,Facebook,Noite
33,Sim,6.26,Piorou,Instagram,Noite
31,Sim,3.97,Piorou,Facebook,Noite
49,Sim,2.5,Melhorou,YouTube,Manhã
30,Sim,3.67,Sem Mudança,Facebook,Noite
27,Sim,9.35,Sem Mudança,Twitter,Noite
51,Não,12.02,Sem Mudança,YouTube,Manhã
